колонка_0,колонка_1,колонка_2,колонка_3,колонка_4,колонка_5,колонка_6,колонка_7,колонка_8,колонка_9,колонка_10,колонка_11,колонка_12,колонка_13,колонка_14,колонка_15,колонка_16,колонка_17,колонка_18,колонка_19,колонка_20
2024-07-16,bank,Физика,2024-09-03,365000,b67dc6bf-2790-485d-8b0d-0f00e3d9d5c6,0.69,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2190000.0,,F,8,Нонна Николаевна Казакова,0,BACHELOR,19,4.0,2024-05-09
,bank,Прикладная математика,,400000,53273b5f-9853-41ee-ab83-dbfdba55e16d,0.75,0,0,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),0.0,Некорректные данные,M,8,Силантий Фёдорович Козлов,0,BACHELOR,16,3.5,2024-05-18
2024-06-24,social_media,Прикладная математика,2024-06-27,270000,ede97563-62ac-4cf9-b293-d4c7fd20d508,0.67,1,1,2,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),810000.0,,F,4,Дарья Тимофеевна Игнатова,0,BACHELOR,17,3.4,2024-06-04
2024-08-14,website,Биотехнология,2024-09-01,275000,ff7dcef5-c5d6-4a27-9751-b399fd1bb59e,0.65,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1100000.0,,M,4,Мирон Эдуардович Крылов,0,MASTER,24,4.5,2024-06-23
2024-07-14,website,Прикладная математика,2024-07-28,245000,faebff8e-be70-45dc-a1ed-2a49de83164,0.71,1,1,1,Томский государственный университет (ТГУ),490000.0,,M,4,Игнатий Евстигнеевич Красильников,1,MASTER,23,4.1,2024-06-10
2024-05-05,social_media,Прикладная математика,2024-05-06,300000,4102d62f-e911-4b71-b454-67b1f823aa58,0.72,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),900000.0,,F,4,Белоусова Синклитикия Робертовна,0,MASTER,22,3.7,2024-05-04
2024-08-04,social_media,Инженерия программного обеспечения,2024-09-13,250000,c93ae4c2-4015-4dec-88d9-499031c7b04,0.64,1,1,3,Национальный исследовательский ядерный университет «МИФИ»,1600000.0,,F,8,Селиверстова Марина Тимуровна,1,BACHELOR,17,4.1,2024-06-18
2024-06-13,social_media,Физика,2024-08-19,415000,d264713b-3d36-4332-8ab1-9894803b6ea,0.48,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1245000.0,,M,4,Адриан Чеславович Морозов,1,BACHELOR,16,3.6,2024-05-22
2024-08-17,website,Автоматизация и управление,2024-08-30,230000,ae07fe36-6712-4bcb-830c-ab793f27898,0.65,1,1,3,Российский государственный университет нефти и газа имени И.М. Губкина,1472000.0,,F,8,Глафира Альбертовна Лыткина,1,BACHELOR,15,4.0,2024-08-09
,social_media,Автоматизация и управление,,270000,51b2d711-c436-4943-b92a-55d4cc1ce125,0.92,0,0,2,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Некорректные данные,F,4,Александра Рудольфовна Владимирова,0,MASTER,24,4.0,2024-07-08
2024-05-13,website,Физика,2024-07-05,315000,9efba415-fa40-4b45-800f-d051283180cb,0.56,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1512000.0,,F,8,Татьяна Афанасьевна Ермакова,0,BACHELOR,15,4.0,2024-05-12
2024-08-20,social_media,Прикладная математика,2024-09-09,300000,1abbdde0-7578-4314-99ad-350dce4f07a8,0.67,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),900000.0,,M,6,Мишин Флорентин Федосеевич,0,BACHELOR,17,5.0,2024-07-27
2024-06-28,social_media,Физика,,365000,2ff886b7-3624-40c4-876a-274540fc3f54,0.63,0,1,2,Санкт-Петербургский государственный университет (СПбГУ),1095000.0,,M,4,Виноградов Тарас Бенедиктович,0,BACHELOR,17,3.1,2024-06-24
2024-08-14,bank,Прикладная математика,,145000,055dfd95-ee34-491d-b7a0-42f1b11bb908,0.67,0,1,2,Томский государственный университет (ТГУ),696000.0,,F,8,Вера Рубеновна Афанасьева,0,SPECIALTY,16,4.0,2024-05-24
2024-07-14,bank,Инженерия программного обеспечения,2024-09-05,155000,e812d857-531f-4039-bd68-992124053e7,0.66,1,1,3,Томский государственный университет (ТГУ),930000.0,,M,8,Ростислав Ерофеевич Фомичев,1,BACHELOR,17,3.2,2024-07-12
2024-05-30,website,Информатика и вычислительная техника,2024-05-30,300000,b629bf29-2b5e-4928-9fb8-0b820058c52c,0.5,1,1,3,Московский физико-технический институт (МФТИ),1800000.0,,F,8,Ильина Агафья Натановна,0,BACHELOR,15,3.4,2024-05-17
2024-07-29,bank,Биотехнология,2024-08-08,170000,8637f5be-273a-4275-8ce5-f570a87b7d9,0.67,1,1,2,Томский государственный университет (ТГУ),816000.0,,M,6,Изот Гавриилович Носков,1,BACHELOR,17,4.0,2024-05-07
2024-08-07,website,Информатика и вычислительная техника,,350000,a6684df5-d4df-44a1-8c8c-4f7ac90c9a12,0.65,0,1,4,Московский физико-технический институт (МФТИ),2800000.0,,F,8,Нинель Рудольфовна Волкова,0,BACHELOR,18,4.0,2024-06-27
2024-09-13,website,Информатика и вычислительная техника,,400000,4c7c9d69-b7bf-4284-9ed7-051d418d31fa,0.66,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),960000.0,,F,4,Кабанова Синклитикия Игоревна,0,MASTER,22,4.9,2024-08-06
2024-06-10,website,Информатика и вычислительная техника,2024-08-24,450000,ec516986-8125-4a2a-adfd-b9910f41113a,0.57,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1800000.0,,F,8,Елена Альбертовна Исакова,0,BACHELOR,18,3.3,2024-05-23
2024-06-15,social_media,Прикладная математика,2024-08-02,200000,8f65c39c-277f-4b14-8d73-ffd74f8a8520,0.65,1,1,1,Московский физико-технический институт (МФТИ),480000.0,,M,4,Савелий Ааронович Калинин,0,MASTER,21,3.7,2024-05-30
,website,Физика,,315000,46390b6e-2ead-431e-b8c6-9219dc1477b8,0.9,0,0,2,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Некорректные данные,M,4,Симон Якубович Туров,0,MASTER,21,4.3,2024-06-22
,bank,Электроника и наноэлектроника,,250000,f7863ced-9382-4e4f-bbca-f3f002a801c,0.84,0,0,1,Российский государственный университет нефти и газа имени И.М. Губкина,0.0,Заявитель найден в ЧС,F,4,Нинель Семеновна Зайцева,1,MASTER,22,4.3,2024-08-11
2024-07-11,bank,Автоматизация и управление,2024-07-29,370000,7652a05e-be3a-4258-bc4d-fd8957d4ed85,0.73,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),888000.0,,M,4,Лобанов Епифан Эдуардович,0,MASTER,21,4.2,2024-06-08
2024-07-13,social_media,Информатика и вычислительная техника,2024-07-17,500000,cee772dc-c38c-42ab-b418-42add5f3e0cd,0.48,1,1,4,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),4000000.0,,M,8,Терентий Авдеевич Васильев,0,BACHELOR,16,3.9,2024-05-19
2024-06-07,bank,Электроника и наноэлектроника,2024-07-04,290000,cc870a7d-e176-4deb-8766-ee3d29eef023,0.69,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1160000.0,,M,4,Морозов Любомир Анатольевич,0,BACHELOR,17,4.0,2024-05-24
2024-07-14,bank,Информатика и вычислительная техника,2024-08-16,350000,72593107-47ec-4a06-8988-8c6c59bde381,0.77,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),700000.0,,F,4,Милица Петровна Овчинникова,0,MASTER,24,4.0,2024-05-18
2024-07-04,website,Электроника и наноэлектроника,2024-09-02,190000,8e515324-99ba-4057-9a37-26f0edeb069f,0.56,1,1,1,Московский физико-технический институт (МФТИ),228000.0,,M,2,Творимир Германович Галкин,0,MASTER,20,4.3,2024-06-23
2024-06-24,bank,Химия,2024-08-03,260000,81aaca41-606b-4ba2-8f55-153770a9e91,0.69,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),520000.0,,F,4,Эмилия Аркадьевна Жданова,1,BACHELOR,16,3.4,2024-05-19
2024-09-09,social_media,Электроника и наноэлектроника,,180000,321b7923-daa7-4b91-ac59-b2f90021e3cb,0.54,0,1,1,Казанский федеральный университет (КФУ),324000.0,,F,2,Овчинникова Лукия Романовна,0,SPECIALTY,18,4.0,2024-07-27
,social_media,Инженерия программного обеспечения,,360000,81086aef-9d5f-46b0-8e14-bbc54f956b62,0.91,0,0,1,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Некорректные данные,F,2,Евфросиния Феликсовна Голубева,0,MASTER,22,4.0,2024-05-16
2024-09-09,website,Биотехнология,,325000,15b41fd7-9f94-4fb9-8ac8-e00dbfc95827,0.66,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1300000.0,,M,8,Артем Авдеевич Григорьев,0,BACHELOR,19,3.1,2024-05-02
2024-05-22,social_media,Автоматизация и управление,2024-08-26,170000,00532227-c5ce-4947-a772-7034df8b7de4,0.62,1,1,4,Московский физико-технический институт (МФТИ),1360000.0,,M,8,Морозов Никандр Георгиевич,0,BACHELOR,19,3.6,2024-05-05
2024-07-22,website,Электроника и наноэлектроника,2024-08-28,340000,97a6d564-9fb3-4741-aa55-0e731bb8c82b,0.54,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1224000.0,,M,6,Артем Бориславович Устинов,0,BACHELOR,16,4.0,2024-05-26
2024-07-08,social_media,Информатика и вычислительная техника,2024-07-29,240000,851ed30e-5798-434d-b52b-260bafd35d1,0.66,1,1,1,Национальный исследовательский ядерный университет «МИФИ»,480000.0,,M,4,Потапов Ипполит Феликсович,1,MASTER,23,3.2,2024-06-05
2024-06-02,bank,Биотехнология,2024-06-05,165000,1035b9e1-475d-49f8-9564-e932fb7547f9,0.68,1,1,3,Дальневосточный федеральный университет (ДВФУ),1056000.0,,F,8,Пелагея Макаровна Белова,0,BACHELOR,17,4.0,2024-05-12
,social_media,Физика,,155000,72d2a013-a124-4832-85a9-82402ac82f91,0.81,0,0,1,Национальный исследовательский ядерный университет «МИФИ»,0.0,Плохая КИ,M,2,Герасим Адамович Селиверстов,0,BACHELOR,15,4.0,2024-08-10
,social_media,Прикладная математика,,240000,d59f5dc1-27df-4e32-8597-7b9338dbeef5,0.85,0,0,2,Сибирский федеральный университет (СФУ),0.0,Некорректные данные,F,4,Быкова Марфа Богдановна,0,BACHELOR,16,4.0,2024-05-05
2024-09-05,social_media,Автоматизация и управление,,230000,27066ad5-57e6-476c-b253-3692b8edd193,0.67,0,1,1,Российский государственный университет нефти и газа имени И.М. Губкина,460000.0,,M,4,Комаров Ираклий Викторович,0,MASTER,20,3.7,2024-05-20
2024-05-28,website,Физика,2024-07-16,265000,a2bc9851-562b-4bd3-86c8-8dbe6074ebc1,0.66,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),1590000.0,,F,8,Василиса Оскаровна Бурова,0,BACHELOR,15,4.0,2024-05-23
2024-06-13,social_media,Информатика и вычислительная техника,2024-08-08,190000,b900e725-b8ad-4f55-9251-6c105ccfe39a,0.53,1,1,2,Сибирский федеральный университет (СФУ),760000.0,,M,8,Силантий Ефремович Шубин,0,BACHELOR,18,4.0,2024-06-03
2024-07-07,bank,Инженерия программного обеспечения,,210000,83dd5e0a-6303-49ca-85d2-94d123cca3d7,0.67,0,1,2,Московский физико-технический институт (МФТИ),1008000.0,,F,8,Тимофеева Людмила Мироновна,0,BACHELOR,18,4.0,2024-06-24
2024-07-18,social_media,Прикладная математика,2024-09-10,300000,81e9475e-d9d3-4d2c-9a60-370f97acfe15,0.75,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),600000.0,,M,2,Бобров Пантелеймон Абрамович,0,MASTER,24,4.9,2024-06-28
2024-06-21,social_media,Биотехнология,,325000,d87fe750-1a1a-40b2-adde-807a4eced693,0.66,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1040000.0,,M,4,Калинин Павел Федосеевич,0,BACHELOR,18,3.6,2024-05-11
2024-08-25,social_media,Прикладная математика,2024-09-08,160000,b4f5f04c-8559-4a87-a1a8-f7f77cfc387,0.62,1,1,3,Красноярский государственный университет (КГУ),1024000.0,,F,8,Киселева Раиса Аскольдовна,1,BACHELOR,16,4.0,2024-05-18
2024-05-26,social_media,Физика,2024-08-14,205000,5d0f4b16-f558-4b95-9494-313c26b1d178,0.68,1,1,1,Национальный исследовательский ядерный университет «МИФИ»,410000.0,,M,4,Сидоров Викторин Феоктистович,0,MASTER,22,4.0,2024-05-05
2024-07-08,social_media,Инженерия программного обеспечения,2024-09-07,360000,2246bbec-3d34-4e9a-9bc4-9521545f7004,0.67,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),720000.0,,F,2,Дарья Артемовна Кононова,0,BACHELOR,16,4.0,2024-05-30
2024-06-16,bank,Физика,,135000,163fc0f4-2332-4612-bec5-6d9e33a4591,0.67,0,1,3,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),810000.0,,M,8,Агап Антипович Федоров,1,BACHELOR,16,3.0,2024-06-09
2024-05-28,social_media,Биотехнология,2024-06-17,275000,26e8ac41-30fa-4609-a40e-cfc1a4a2bbc2,0.67,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),2200000.0,,F,8,Ираида Вячеславовна Максимова,0,BACHELOR,18,3.2,2024-05-22
2024-09-12,bank,Прикладная математика,2024-09-14,160000,aa85b749-952e-4e38-881a-7771cb0398d0,0.67,1,1,2,Красноярский государственный университет (КГУ),640000.0,,F,8,Пахомова Мария Борисовна,0,BACHELOR,18,3.7,2024-05-16
2024-07-30,website,Информатика и вычислительная техника,,350000,59993a98-0c27-491f-9902-a57d335c6940,0.71,0,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),840000.0,,M,4,Артемьев Агап Денисович,0,MASTER,20,4.3,2024-07-26
2024-08-26,bank,Инженерия программного обеспечения,,410000,539cb3c2-250e-4211-974d-9513b60df58f,0.61,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1230000.0,,F,4,Лидия Станиславовна Кузьмина,0,BACHELOR,18,4.6,2024-06-15
2024-09-12,bank,Физика,2024-09-14,165000,a9d2fa5a-9bae-4ce2-bf24-02c9ae35fff8,0.65,1,1,2,Московский физико-технический институт (МФТИ),660000.0,,F,8,Тарасова Нина Вениаминовна,0,BACHELOR,15,4.8,2024-09-04
2024-07-17,bank,Физика,2024-09-09,265000,e9e89f4b-456e-41ca-a953-7a917c320d64,0.72,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),954000.0,,F,4,Ираида Аркадьевна Макарова,0,BACHELOR,18,4.5,2024-06-27
2024-07-10,bank,Информатика и вычислительная техника,2024-08-30,450000,9c0b0037-83d2-4f35-8de2-9a623673e8c,0.55,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1800000.0,,M,8,Громов Панфил Ефремович,1,BACHELOR,19,4.0,2024-05-30
2024-08-21,social_media,Биотехнология,2024-09-03,170000,71be1fc1-21a2-4d20-afee-b81261bf6154,0.64,1,1,3,Томский государственный университет (ТГУ),1020000.0,,F,8,Терентьева Ангелина Богдановна,0,BACHELOR,15,4.4,2024-06-15
2024-07-01,bank,Биотехнология,,120000,bbe51b7f-36fe-4dd9-9e32-8e69167d2d25,0.67,0,1,3,Томский государственный университет (ТГУ),720000.0,,M,8,Дорофеев Парфен Владленович,0,BACHELOR,18,3.8,2024-06-01
2024-08-29,bank,Прикладная математика,2024-09-14,190000,fec61745-b31c-4f47-b4d9-d0ac8cd42910,0.67,1,1,2,Казанский федеральный университет (КФУ),570000.0,,M,4,Всеслав Артёмович Николаев,0,BACHELOR,15,4.9,2024-07-28
2024-07-14,social_media,Информатика и вычислительная техника,2024-07-27,250000,00f3d374-9db4-4aca-81ac-d9c2865dbd38,0.62,1,1,4,Московский физико-технический институт (МФТИ),2000000.0,,F,8,Наталья Рубеновна Зайцева,0,BACHELOR,16,3.6,2024-07-12
2024-07-11,social_media,Информатика и вычислительная техника,2024-09-13,450000,bac25e5b-e3d0-4f2a-8f7b-2326c829757,0.71,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),540000.0,,F,2,Лариса Ивановна Пестова,1,MASTER,23,4.0,2024-05-15
2024-09-02,website,Автоматизация и управление,,130000,3ec03254-8281-422f-b34b-a31d17e68f8a,0.52,0,1,4,Красноярский государственный университет (КГУ),1040000.0,,M,8,Петров Вячеслав Жоресович,0,BACHELOR,18,5.0,2024-08-02
2024-06-30,bank,Автоматизация и управление,2024-08-21,170000,a1384cc4-57ca-467b-bffb-684da2b42e6e,0.5,1,1,3,Московский физико-технический институт (МФТИ),1088000.0,,M,8,Феофан Юлианович Пахомов,0,BACHELOR,15,4.0,2024-05-07
2024-06-25,social_media,Прикладная математика,2024-09-05,300000,a1a29938-accc-447b-b969-5f6359181ca,0.54,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),1800000.0,,F,12,Вера Тимофеевна Логинова,1,SPECIALTY,18,3.8,2024-06-22
2024-08-09,bank,Химия,2024-08-29,160000,65609f04-42b9-4e6f-bd2e-926f10379965,0.67,1,1,2,Московский физико-технический институт (МФТИ),640000.0,,F,4,Овчинникова Пелагея Егоровна,0,BACHELOR,16,5.0,2024-06-01
2024-09-05,social_media,Механика,2024-09-10,245000,a225f7ed-88ba-4458-be5c-3461c6c3cdc7,0.64,1,1,3,Санкт-Петербургский государственный университет (СПбГУ),1470000.0,,M,6,Соломон Харлампьевич Силин,0,BACHELOR,18,3.3,2024-06-29
2024-08-13,social_media,Прикладная математика,2024-08-29,400000,708ec013-abf7-429c-8d00-02b1c9f9335,0.63,1,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2000000.0,,F,10,Эмилия Вячеславовна Веселова,1,SPECIALTY,17,4.1,2024-07-16
2024-08-18,website,Информатика и вычислительная техника,2024-09-12,360000,8e220661-4e1d-403e-accc-0494704c378c,0.53,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,1080000.0,,M,4,Лука Гурьевич Кузьмин,0,BACHELOR,19,3.8,2024-06-05
2024-06-03,social_media,Автоматизация и управление,2024-08-07,230000,c3134a6b-25cb-45c9-80db-686bf88e412,0.61,1,1,3,Красноярский государственный университет (КГУ),1380000.0,,F,8,Зиновьева Наина Наумовна,1,SPECIALTY,16,4.0,2024-05-14
2024-08-22,social_media,Автоматизация и управление,2024-09-15,160000,09fba71a-bfca-43fe-b394-dac7ec7d5b5,0.65,1,1,3,Национальный исследовательский ядерный университет «МИФИ»,960000.0,,F,6,Наталья Ниловна Одинцова,1,BACHELOR,18,4.2,2024-07-11
2024-08-12,social_media,Инженерия программного обеспечения,2024-09-03,310000,ad171c72-cfd9-48bc-aaf2-345c0cb2a7de,0.51,1,1,3,Московский физико-технический институт (МФТИ),1860000.0,,F,8,Милица Богдановна Третьякова,0,BACHELOR,17,4.4,2024-07-25
2024-08-06,social_media,Инженерия программного обеспечения,2024-08-13,210000,db5713a9-0804-4bce-b75d-6964e1eeb122,0.63,1,1,2,Московский физико-технический институт (МФТИ),945000.0,,M,6,Мясников Мирон Ефремович,0,BACHELOR,18,4.8,2024-07-26
2024-06-14,social_media,Химия,2024-06-16,310000,b5f5da05-2733-46a3-a090-2601cc293a7,0.73,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),744000.0,,F,4,Валерия Анатольевна Самсонова,1,MASTER,23,4.0,2024-05-04
2024-08-24,website,Автоматизация и управление,,180000,2aa6e609-dfbf-4a2d-8d79-77af43e667f,0.54,0,1,4,Новосибирский государственный университет (НГУ),1296000.0,,M,8,Афанасьев Нифонт Геннадиевич,1,BACHELOR,19,4.0,2024-08-18
,website,Физика,,115000,64de19ae-d199-460b-a02c-72f1e8d025ed,0.73,0,0,3,Пермский государственный национальный исследовательский университет (ПГНИУ),0.0,Недостаток документов,F,8,Савельева Василиса Натановна,0,BACHELOR,18,3.2,2024-07-24
2024-08-20,website,Прикладная математика,,245000,ce7808d2-2ba7-48f1-b28d-99b1995aaa7,0.63,0,1,1,Томский государственный университет (ТГУ),490000.0,,M,4,Поляков Терентий Бориславович,1,BACHELOR,15,4.1,2024-07-18
2024-07-19,website,Химия,2024-09-11,110000,1d255132-701a-4a5f-aed5-b57872034594,0.6,1,1,1,Пермский государственный национальный исследовательский университет (ПГНИУ),264000.0,,M,4,тов. Блохин Борис Димитриевич,0,BACHELOR,15,4.9,2024-06-08
2024-06-29,website,Прикладная математика,2024-08-03,170000,66fda773-30ca-43c9-897b-10df5b7195bd,0.58,1,1,3,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1020000.0,,F,6,Лукия Анатольевна Кулакова,0,SPECIALTY,18,4.6,2024-06-08
2024-08-31,social_media,Прикладная математика,,260000,ed3f2a2f-93bf-49aa-87de-ee6896d6a46,0.68,0,1,2,Красноярский государственный университет (КГУ),832000.0,,M,4,Юдин Ратибор Харитонович,1,MASTER,23,4.0,2024-05-14
2024-06-08,bank,Информатика и вычислительная техника,2024-08-06,310000,ccccd5c7-1a63-411d-bde1-9ec410a0b04e,0.62,1,1,1,Российский государственный университет нефти и газа имени И.М. Губкина,620000.0,,F,2,Сафонова Агата Сергеевна,0,MASTER,22,3.4,2024-05-02
2024-08-21,website,Электроника и наноэлектроника,2024-09-03,290000,5f7c7911-8135-4ddf-96a6-13b8c972cdd5,0.68,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1392000.0,,M,8,Сорокин Михей Матвеевич,0,BACHELOR,19,4.0,2024-08-18
2024-07-05,social_media,Биотехнология,2024-08-25,175000,389362b2-c8a1-4e27-86fb-2645b8c6c0e4,0.65,1,1,4,Пермский государственный национальный исследовательский университет (ПГНИУ),1400000.0,,F,8,Рыбакова Клавдия Аскольдовна,0,BACHELOR,19,4.7,2024-06-26
2024-05-23,bank,Электроника и наноэлектроника,2024-09-05,390000,575c6ec7-318c-488c-b2a5-048e04ddfb5b,0.61,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1560000.0,,M,4,Дмитриев Ерофей Денисович,0,MASTER,21,3.4,2024-05-17
2024-07-19,bank,Автоматизация и управление,2024-08-04,370000,80930862-275b-4539-a7a2-095128f1cd55,0.71,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1110000.0,,F,4,Вера Антоновна Исаева,0,BACHELOR,17,4.0,2024-05-05
2024-09-06,social_media,Прикладная математика,,250000,02ce460e-44f1-418a-857a-2fe4c3ee576d,0.53,0,1,4,Московский физико-технический институт (МФТИ),1800000.0,,F,8,Лора Юльевна Кириллова,0,BACHELOR,19,4.0,2024-08-27
2024-08-06,social_media,Электроника и наноэлектроника,,130000,1fdb8abd-4927-4682-b4e4-2150b8a36d73,0.72,0,1,2,Сибирский федеральный университет (СФУ),520000.0,,M,4,Якуб Вячеславович Мухин,0,MASTER,24,4.3,2024-06-07
,bank,Прикладная математика,,350000,5b865e08-b10c-4a90-9238-3d98ae5d2d9,0.89,0,0,2,Санкт-Петербургский государственный университет (СПбГУ),0.0,Недостаток документов,M,4,Наркис Жоресович Крюков,1,MASTER,20,3.5,2024-06-02
2024-07-05,social_media,Физика,2024-09-11,315000,25519cc4-4ef6-4f18-988c-24d1287e3cf0,0.63,1,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1890000.0,,F,8,Таисия Андреевна Бобылева,0,BACHELOR,15,3.3,2024-05-04
2024-05-19,social_media,Автоматизация и управление,2024-08-11,160000,eef3668c-c9e6-4df5-9da4-bd16ac7dc62,0.68,1,1,1,Дальневосточный федеральный университет (ДВФУ),384000.0,,M,4,Коновалов Аверкий Гаврилович,1,MASTER,24,3.5,2024-05-09
2024-08-24,website,Химия,2024-09-01,200000,6faf73c4-c9f0-41d7-8034-1af9d0c3983,0.71,1,1,2,Национальный исследовательский ядерный университет «МИФИ»,600000.0,,F,4,Кулакова Анжелика Григорьевна,1,MASTER,20,4.4,2024-06-21
2024-07-18,bank,Прикладная математика,,350000,d93f28b6-7a2e-4cff-be0f-4d3e7e6aa81,0.67,0,1,2,Санкт-Петербургский государственный университет (СПбГУ),1050000.0,,M,6,Потапов Мирон Зиновьевич,1,BACHELOR,16,3.6,2024-05-22
,bank,Химия,,270000,99daaa31-7090-4b2c-a3f4-6db190cfb77,0.86,0,0,3,Новосибирский государственный университет (НГУ),0.0,Недостаток документов,M,8,Беляев Ким Матвеевич,1,BACHELOR,18,4.0,2024-05-29
2024-05-29,social_media,Электроника и наноэлектроника,2024-06-04,290000,8a535694-c3da-4b59-b8f5-b19e96896d6d,0.53,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1392000.0,,M,8,Флорентин Арсенович Шубин,0,BACHELOR,17,4.0,2024-05-01
,website,Химия,,170000,a5e8f5fe-e0b0-4f47-b835-cf07097f6234,0.83,0,0,1,Российский государственный университет нефти и газа имени И.М. Губкина,0.0,Некорректные данные,M,2,Наркис Арсенович Мясников,0,BACHELOR,16,4.0,2024-05-19
2024-08-24,bank,Физика,2024-08-28,155000,56347291-a740-44ee-939e-e1638408faa,0.61,1,1,2,Национальный исследовательский ядерный университет «МИФИ»,465000.0,,M,4,Демид Захарьевич Поляков,1,MASTER,23,4.0,2024-08-21
2024-07-18,bank,Прикладная математика,2024-08-30,140000,2842833b-ac45-43d3-87b0-f3213f0e6467,0.68,1,1,6,Сибирский федеральный университет (СФУ),1680000.0,,F,12,Алевтина Кирилловна Петухова,0,SPECIALTY,16,4.0,2024-05-04
2024-07-31,social_media,Прикладная математика,2024-09-02,190000,e32ddbfc-c1e5-408a-be9e-7f31c597f49,0.72,1,1,1,Казанский федеральный университет (КФУ),285000.0,,F,2,Анжела Петровна Прохорова,1,MASTER,21,4.1,2024-06-13
2024-05-23,website,Инженерия программного обеспечения,2024-07-23,210000,821f09ba-63d3-4dc6-a3b2-7f1448558732,0.65,1,1,1,Московский физико-технический институт (МФТИ),315000.0,,M,2,Третьяков Прокофий Артурович,0,MASTER,21,3.1,2024-05-05
2024-06-11,social_media,Физика,2024-09-06,155000,3237cd4e-985f-412c-90f7-43703948fb9,0.66,1,1,3,Дальневосточный федеральный университет (ДВФУ),930000.0,,F,6,Людмила Ефимовна Лебедева,1,BACHELOR,19,4.0,2024-05-06
,website,Автоматизация и управление,,320000,283e62f3-1b11-4463-8a29-2469975da63,0.86,0,0,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),0.0,Заявитель найден в ЧС,M,4,Ермаков Ерофей Устинович,1,MASTER,22,3.3,2024-06-17
2024-09-09,bank,Биотехнология,,275000,ca575106-d417-40c7-b115-14e1b2a56b73,0.75,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),990000.0,,F,4,Нинель Рубеновна Галкина,0,MASTER,23,3.6,2024-07-20
2024-09-02,social_media,Инженерия программного обеспечения,2024-09-12,360000,960d3152-0bdb-4012-bcd6-4d7d2854915,0.61,1,1,1,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),540000.0,,M,2,Ермолай Валентинович Поляков,1,BACHELOR,17,3.4,2024-07-09
2024-08-06,social_media,Механика,2024-09-11,205000,b3cbd587-a29f-4b1a-ad82-79c423c51a6b,0.5,1,1,2,Новосибирский государственный университет (НГУ),615000.0,,M,6,Фролов Симон Феликсович,0,SPECIALTY,18,3.8,2024-05-30
2024-06-12,social_media,Электроника и наноэлектроника,,390000,4a7a9a1c-07eb-40b9-8dea-1eec86ada9e,0.48,0,1,3,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),2340000.0,,M,6,Евстигней Фёдорович Симонов,1,BACHELOR,17,3.2,2024-05-19
